"DateTime","Hash Rate"
"2010-03-20 00:00:00",43245548.48483555
"2010-03-21 00:00:00",41218413.39960889
"2010-03-22 00:00:00",40620001.17380741
"2010-03-23 00:00:00",46973967.83786667
"2010-03-24 00:00:00",38804582.126933336
"2010-03-25 00:00:00",42435420.22068148
"2010-03-26 00:00:00",44704694.029274076
"2010-03-27 00:00:00",40393073.79294816
"2010-03-28 00:00:00",42208492.839822225
"2010-03-29 00:00:00",44250839.26755556
"2010-03-30 00:00:00",48789386.88474075
"2010-03-31 00:00:00",47427822.59958519
"2010-04-01 00:00:00",50817814.436977774
"2010-04-02 00:00:00",47187970.54862223
"2010-04-03 00:00:00",48700405.50210371
"2010-04-04 00:00:00",51725275.40906667
"2010-04-05 00:00:00",46280509.57653333
"2010-04-06 00:00:00",48095431.52071111
"2010-04-07 00:00:00",58379989.204385184
"2010-04-08 00:00:00",55355119.29742222
"2010-04-09 00:00:00",57170041.2416
"2010-04-10 00:00:00",78646617.58103703
"2010-04-11 00:00:00",67454598.92527407
"2010-04-12 00:00:00",78913064.62625186
"2010-04-13 00:00:00",73470784.3072
"2010-04-14 00:00:00",69972175.53066666
"2010-04-15 00:00:00",83966610.6368
"2010-04-16 00:00:00",78524330.31774816
"2010-04-17 00:00:00",85910282.17931853
"2010-04-18 00:00:00",95239905.5834074
"2010-04-19 00:00:00",90186359.57285927
"2010-04-20 00:00:00",79690533.24325927
"2010-04-21 00:00:00",85132813.56231111
"2010-04-22 00:00:00",90610686.43441778
"2010-04-23 00:00:00",85481779.65511112
"2010-04-24 00:00:00",95739593.21372443
"2010-04-25 00:00:00",90040807.90338372
"2010-04-26 00:00:00",93460079.08958815
"2010-04-27 00:00:00",102578135.58613333
"2010-04-28 00:00:00",102578135.58613333
"2010-04-29 00:00:00",83772144.06200889
"2010-04-30 00:00:00",82062508.46890667
"2010-05-01 00:00:00",104287771.17923556
"2010-05-02 00:00:00",88331172.31028149
"2010-05-03 00:00:00",90610686.43441778
"2010-05-04 00:00:00",86866906.60807112
"2010-05-05 00:00:00",87505633.86254221
"2010-05-06 00:00:00",95170360.91619556
"2010-05-07 00:00:00",84311997.59018667
"2010-05-08 00:00:00",98363997.18855111
"2010-05-09 00:00:00",91337997.38936889
"2010-05-10 00:00:00",81757088.57230222
"2010-05-11 00:00:00",70898725.24629334
"2010-05-12 00:00:00",81118361.31783111
"2010-05-13 00:00:00",81757088.57230222
"2010-05-14 00:00:00",78563452.29994667
"2010-05-15 00:00:00",58124180.15687111
"2010-05-16 00:00:00",72176179.75523555
"2010-05-17 00:00:00",91337997.38936889
"2010-05-18 00:00:00",107306178.75114666
"2010-05-19 00:00:00",104751269.73326221
"2010-05-20 00:00:00",119540174.3686163
"2010-05-21 00:00:00",103640742.3097363
"2010-05-22 00:00:00",114829231.53635556
"2010-05-23 00:00:00",124251117.20087704
"2010-05-24 00:00:00",110707156.5581274
"2010-05-25 00:00:00",123662249.34684443
"2010-05-26 00:00:00",131317531.44926815
"2010-05-27 00:00:00",113062627.97425778
"2010-05-28 00:00:00",131317531.44926815
"2010-05-29 00:00:00",108351685.14199704
"2010-05-30 00:00:00",123094110.6752474
"2010-05-31 00:00:00",117311165.8784237
"2010-06-01 00:00:00",111528221.0816
"2010-06-02 00:00:00",121441840.73329777
"2010-06-03 00:00:00",125572515.58817185
"2010-06-04 00:00:00",103266871.37185185
"2010-06-05 00:00:00",119789570.79134816
"2010-06-06 00:00:00",122267975.7042726
"2010-06-07 00:00:00",129703190.44304593
"2010-06-08 00:00:00",132181595.35597037
"2010-06-09 00:00:00",138790675.12376887
"2010-06-10 00:00:00",132181595.35597037
"2010-06-11 00:00:00",138790675.12376887
"2010-06-12 00:00:00",116641916.5184
"2010-06-13 00:00:00",148610441.78640592
"2010-06-14 00:00:00",139106285.62564743
"2010-06-15 00:00:00",158978612.14359704
"2010-06-16 00:00:00",122690015.89342816
"2010-06-17 00:00:00",126146072.67915852
"2010-06-18 00:00:00",129602129.46488889
"2010-06-19 00:00:00",129602129.46488889
"2010-06-20 00:00:00",159842626.34002963
"2010-06-21 00:00:00",133058186.25061926
"2010-06-22 00:00:00",134786214.64348444
"2010-06-23 00:00:00",161570654.7328948
"2010-06-24 00:00:00",146018399.19710815
"2010-06-25 00:00:00",144694167.32444444
"2010-06-26 00:00:00",153375817.36391112
